STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-02-1985,100,100,7.38,1855,,1838,0.17,,0,0,,34,28,0,,,,360,360,,,,,17.2,13,1,,,1,,1,,,,,,,1,1,1,1,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-02-1985,100,100,9.62,1225,,1225,0.24,,2.6,0,,34,29,0,,,,45,45,,,,,20.8,13,1,,,,,,,,,,,,1,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-02-1985,50,40,12.08,909,,910,0.03,,0.3,3,,29,16,419,,,,315,315,0.3,,,,23,17.9,1,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-02-1985,0,10,11.41,1231,,1212,0,,0,3,,28,13,607,,,,270,315,0.2,,,,25.3,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-02-1985,90,90,6.71,2301,,828,0.1,,0.7,3,,24,15,242,,,,270,45,0.2,,,,16.1,11,1,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-02-1985,100,100,12.53,756,,816,0.41,,5.7,6,,24,15,0,,,,45,45,0.9,,,,35.6,25.9,1,,,,,,,,1,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-02-1985,40,30,11.18,1734,,1737,0.03,,0.8,9,,26,14,576,,,,315,315,0.8,,,,30,19.9,1,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-02-1985,60,60,22.37,1248,,1249,0.01,,0.1,7,,14,8,496,,,,315,315,0.7,,,,41.4,31.1,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-02-1985,60,70,18.12,1110,,824,0,,0,6,,29,9,480,,,,315,315,0.7,,,,35.6,25.9,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-02-1985,10,0,11.41,754,,301,0,,0,6,,42,21,622,,,,315,315,0.6,,,,28.9,21,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-02-1985,50,50,6.71,10,,8,0,,0,4,,35,24,624,,,,360,360,0.4,,,,15,10.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-02-1985,100,100,17,2148,,2147,0.54,,0,3,,44,29,0,,,,90,90,0.3,,,,49.4,48.1,1,,,,,,,1,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-02-1985,80,100,10.07,43,,12,0.19,,0,0,,46,32,65,,,,135,135,,,,,41.4,32,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-02-1985,60,60,12.75,1500,,1543,0,,0,0,,40,30,627,,,,225,225,,,,,24.2,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-02-1985,70,100,8.5,2018,,2015,0,,0,0,,39,29,90,,,,270,270,,,,,24.2,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-02-1985,20,30,10.74,944,,1343,0,,0,0,,34,23,594,,,,225,270,,,,,20.8,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-02-1985,40,50,11.41,1345,,854,0,,0,0,,46,25,485,,,,225,270,,,,,25.3,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-02-1985,10,20,13.42,1017,,1017,0,,0,0,,42,30,612,,,,270,270,,,,,36.7,29.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-02-1985,70,60,14.54,1245,,1249,0,,0,0,,50,30,479,,,,270,270,,,,,41.4,30,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-02-1985,40,50,9.84,4,,8,0,,0,0,,43,28,534,,,,315,315,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-02-1985,50,50,9.17,1911,,1947,0,,0,0,,39,27,646,,,,225,225,,,,,19.5,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-02-1985,90,90,15.43,1318,,1318,0,,0,0,,56,35,180,,,,225,225,,,,,33.3,23,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-02-1985,100,100,6.93,150,,218,0.11,,0,0,,52,44,31,,,,225,225,,,,,15,12.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-02-1985,70,80,10.96,1420,,1305,0,,0,0,,70,42,565,,,,225,270,,,,,30,23,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-02-1985,70,60,16.33,751,,852,0,,0,0,,61,37,496,,,,315,315,,,,,43.6,33.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-02-1985,90,90,8.05,916,,923,0,,0,0,,48,34,281,,,,180,180,,,,,19.5,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-02-1985,60,80,17,1642,,1644,0,,0,0,,53,27,220,,,,315,270,,,,,51.7,36,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-02-1985,0,0,14.09,12,,12,0,,0,0,,39,19,671,,,,315,315,,,,,38,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-03-1985,50,40,16.78,1558,,1530,0,,0,0,,57,30,575,,,,225,225,,,,,35.6,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-03-1985,50,50,13.42,1746,,1757,0.02,,0,0,,60,38,426,,,,315,315,,,,,36.7,31.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-03-1985,40,30,15.43,1014,,28,0,,0,0,,42,24,636,,,,315,315,,,,,31.1,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-03-1985,80,100,14.76,2134,,1830,0.18,,1.3,0,,31,18,256,,,,135,135,,,,,31.1,21.9,1,,,1,,1,,,,,,,,1,1,1,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-03-1985,70,90,11.41,1816,,1759,0.5,,0.1,1,,41,31,112,,,,315,315,,,,,34.4,21.9,1,,,,,1,,,,,,,,,1,1,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-03-1985,20,20,13.65,853,,848,0,,0,0,,33,23,600,,,,315,315,,,,,30,23.9,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-03-1985,60,70,9.84,1751,,1913,0.02,,0.2,0,,37,20,557,,,,180,225,,,,,25.3,19.9,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-03-1985,70,90,16.33,1629,,1628,0.1,,0.1,0,,55,33,185,,,,270,270,,,,,36.7,30,1,,,,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-03-1985,10,0,9.84,2118,,2109,0,,0,0,,53,39,696,,,,270,270,,,,,23,14.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-03-1985,50,80,8.28,1,,808,0,,0,0,,44,35,607,,,,315,270,,,,,15,13,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-03-1985,60,60,8.72,1621,,1735,0,,0,0,,57,32,540,,,,225,225,,,,,24.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-03-1985,100,100,13.42,1700,,1700,0.92,,0,0,,53,42,0,,,,315,315,,,,,55.3,29.1,1,,,,1,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-03-1985,80,70,15.21,1340,,1341,0.02,,0,0,,51,40,359,,,,315,315,,,,,39.1,30,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-03-1985,60,50,14.99,1446,,1157,0.01,,0,0,,50,39,539,,,,315,315,,,,,32.2,21,,,,,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-03-1985,30,60,17.9,1550,,2153,0,,0,0,,44,28,420,,,,315,315,,,,,39.1,31.1,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-03-1985,20,10,13.65,431,,410,0,,0,0,,45,24,717,,,,270,270,,,,,31.1,23.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-03-1985,100,100,10.29,1650,,1644,0,,0,0,,53,34,188,,,,45,45,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-03-1985,70,80,9.62,26,,1202,0.2,,1.9,0,,38,26,117,,,,45,45,0.2,,,,19.5,17,1,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-03-1985,10,0,10.29,2334,,235,0,,0,2,,42,18,725,,,,315,225,,,,,20.8,12.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-03-1985,60,40,14.09,2012,,2028,0,,0,0,,60,34,527,,,,315,315,,,,,36.7,29.1,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-03-1985,0,0,14.99,145,,1450,0,,0,0,,42,26,731,,,,315,315,,,,,36.7,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-03-1985,40,30,9.84,2030,,2021,0,,0,0,,40,24,734,,,,225,225,,,,,21.9,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-03-1985,70,90,7.38,1218,,1234,0,,0,0,,55,32,286,,,,135,135,,,,,13.9,10.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-03-1985,80,90,9.84,2352,,2355,0,,0,0,,47,35,523,,,,360,360,,,,,24.2,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-03-1985,10,10,14.99,1631,,1400,0,,0,0,,44,30,743,,,,315,315,,,,,33.3,31.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-03-1985,40,40,13.2,1316,,1403,0,,0,0,,49,28,727,,,,315,315,,,,,32.2,23.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-03-1985,70,40,9.4,1647,,1653,0,,0,0,,58,36,560,,,,225,225,,,,,18.3,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-03-1985,80,70,11.86,1315,,822,0,,0,0,,74,48,439,,,,315,315,,,,,27.5,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-03-1985,50,60,11.86,732,,700,0,,0,0,,63,46,566,,,,315,315,,,,,25.3,17.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-03-1985,60,70,12.53,1555,,1555,0.02,,0,0,,56,40,428,,,,360,360,,,,,27.5,23,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",31-03-1985,90,80,11.18,1320,,2149,0.3,,0.1,0,,42,32,320,,,,135,90,,,,,19.5,16.1,1,,,1,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-04-1985,100,100,11.41,413,,414,0.31,,0,0,,40,34,0,,,,90,90,,,,,31.1,25.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-04-1985,90,90,10.96,1627,,1640,0,,0,0,,46,37,148,,,,225,225,,,,,25.3,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-04-1985,50,60,11.41,1651,,2242,0.02,,0,0,,46,32,398,,,,225,225,,,,,26.4,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-04-1985,60,60,13.65,740,,741,0,,0,0,,53,39,582,,,,315,315,,,,,36.7,31.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-04-1985,80,60,9.84,646,,647,0.05,,0,0,,59,41,499,,,,90,90,,,,,26.4,21,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-04-1985,70,80,18.79,1148,,2334,0,,0,0,,68,41,278,,,,270,270,,,,,42.5,36,1,1,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-04-1985,40,40,14.76,242,,223,0,,0,0,,59,47,685,,,,225,225,,,,,35.6,27.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-04-1985,70,70,11.86,1942,,1942,0.78,,2,2,,51,32,403,,,,315,315,,,,,32.2,25.1,1,,,,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-04-1985,30,50,13.42,1153,,1228,0,,0,0,,47,30,662,,,,270,270,,,,,26.4,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-04-1985,30,10,12.53,132,,1739,0,,0,0,,45,26,767,,,,225,315,,,,,27.5,21,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-04-1985,70,80,14.32,1228,,1838,0,,0,0,,57,39,351,,,,315,225,,,,,31.1,21,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-04-1985,10,0,9.62,1433,,1257,0,,0,0,,57,34,793,,,,315,315,,,,,28.9,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-04-1985,70,60,10.96,1110,,1029,0,,0,0,,52,38,558,,,,90,90,,,,,28.9,19.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-04-1985,100,100,8.5,209,,129,0.01,,0,0,,47,38,0,,,,135,135,,,,,15,13,1,,,,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-04-1985,100,90,9.17,938,,937,0,,0,0,,71,46,378,,,,225,225,,,,,26.4,19.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-04-1985,90,100,10.29,2329,,2357,0,,0,0,,71,48,267,,,,315,315,,,,,40.3,30,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-04-1985,0,0,16.78,246,,246,0,,0,0,,53,36,807,,,,315,315,,,,,40.3,29.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-04-1985,80,100,9.62,1709,,124,0.05,,0,0,,50,36,71,,,,315,180,,,,,19.5,16.1,,,,1,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-04-1985,90,90,8.95,1055,,1056,0,,0,0,,66,40,289,,,,360,360,,,,,25.3,19,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-04-1985,50,40,9.62,2032,,2317,0,,0,0,,52,45,576,,,,225,225,,,,,18.3,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-04-1985,60,70,9.17,1618,,1620,0,,0,0,,60,48,468,,,,135,135,,,,,16.1,12.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-04-1985,70,100,8.28,1133,,1133,0.35,,0,0,,62,45,75,,,,45,45,,,,,26.4,21.9,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-04-1985,80,90,8.5,1331,,1231,0,,0,0,,48,40,298,,,,45,45,,,,,23,19,1,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-04-1985,60,80,9.62,1643,,1636,0,,0,0,,53,41,191,,,,225,225,,,,,27.5,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-04-1985,60,70,9.62,1621,,1535,0,,0,0,,67,40,376,,,,135,135,,,,,18.3,15,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-04-1985,50,40,13.65,2058,,1908,0,,0,0,,79,58,765,,,,315,315,,,,,35.6,25.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-04-1985,50,70,11.63,23,,1133,0.01,,0,0,,62,50,347,,,,315,225,,,,,25.3,19,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-04-1985,80,80,8.72,1222,,2323,0.04,,0,0,,62,47,257,,,,315,90,,,,,19.5,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-04-1985,60,60,8.72,711,,704,0,,0,0,,60,50,385,,,,315,315,,,,,21.9,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-04-1985,40,30,11.63,1559,,1533,0,,0,0,,84,48,782,,,,270,270,,,,,30,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-05-1985,90,100,11.86,1407,,2242,0,,0,0,,77,55,263,,,,45,315,,,,,25.3,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-05-1985,100,100,9.4,1330,,1348,0,,0,0,,56,48,104,,,,90,90,,,,,16.1,13,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",03-05-1985,90,100,14.54,1138,,1143,1.55,,0,0,,48,40,0,,,,45,45,,,,,41.4,29.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",04-05-1985,40,40,11.63,1241,,1340,0,,0,0,,66,39,677,,,,270,225,,,,,39.1,27.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",05-05-1985,100,100,9.17,1418,,1512,0,,0,0,,70,48,39,,,,225,225,,,,,28.9,23.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",06-05-1985,100,100,7.83,922,,925,0.3,,0,0,,49,45,0,,,,45,45,,,,,18.3,14.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",07-05-1985,80,90,10.51,1103,,1021,0,,0,0,,67,44,254,,,,315,315,,,,,28.9,19.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",08-05-1985,20,20,16.55,1110,,1118,0.02,,0,0,,57,44,826,,,,315,315,,,,,38,25.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",09-05-1985,70,70,14.09,2236,,2236,0,,0,0,,62,40,837,,,,225,225,,,,,41.4,23.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",10-05-1985,90,90,19.46,1338,,1313,0,,0,0,,82,54,688,,,,225,225,,,,,39.1,27.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",11-05-1985,60,50,11.63,1938,,1933,0,,0,0,,89,63,812,,,,225,225,,,,,24.2,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",12-05-1985,90,100,11.41,748,,738,0.04,,0,0,,65,45,0,,,,45,45,,,,,23,15,1,,,,,,,1,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",13-05-1985,70,80,10.74,1639,,1159,0.01,,0,0,,82,46,276,,,,225,225,,,,,26.4,17.9,1,1,,,,,,1,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",14-05-1985,60,90,12.08,1328,,1011,0,,0,0,,70,44,121,,,,45,90,,,,,24.2,19.9,1,1,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",15-05-1985,70,90,11.41,1610,,1610,0,,0,0,,64,42,783,,,,225,225,,,,,25.3,21,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",16-05-1985,90,100,12.08,1552,,1213,0,,0,0,,73,49,138,,,,225,225,,,,,25.3,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",17-05-1985,90,90,7.38,1508,,1505,0.01,,0,0,,69,54,285,,,,90,90,,,,,16.1,12.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",18-05-1985,80,90,10.74,1448,,1442,0.25,,0,0,,63,51,130,,,,315,315,,,,,35.6,23,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",19-05-1985,80,90,11.18,1431,,1428,0.05,,0,0,,61,47,282,,,,315,315,,,,,33.3,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",20-05-1985,30,30,13.2,1610,,1619,0,,0,0,,83,55,722,,,,225,225,,,,,31.1,25.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",21-05-1985,90,100,12.3,1506,,1518,0.37,,0,0,,77,61,118,,,,225,225,,,,,26.4,19,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",22-05-1985,50,30,8.95,941,,900,0,,0,0,,72,61,731,,,,360,360,,,,,17.2,10.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",23-05-1985,80,90,8.5,1431,,1339,0,,0,0,,62,54,429,,,,90,90,,,,,17.2,14.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",24-05-1985,70,60,8.72,1959,,1534,0,,0,0,,70,52,892,,,,135,135,,,,,18.3,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",25-05-1985,80,80,10.29,1256,,1300,0,,0,0,,69,54,548,,,,135,135,,,,,23,17,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",26-05-1985,80,80,9.62,918,,918,0,,0,0,,64,53,404,,,,45,45,,,,,20.8,17,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",27-05-1985,80,80,7.83,1708,,1712,0.22,,0,0,,87,53,284,,,,45,360,,,,,34.4,28,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",28-05-1985,100,100,8.28,1428,,1436,0.54,,0,0,,65,53,0,,,,90,90,,,,,25.3,21.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",29-05-1985,50,60,12.3,554,,554,0,,0,0,,59,50,834,,,,45,45,,,,,32.2,27.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",30-05-1985,50,70,10.29,1922,,1921,0,,0,0,,75,46,846,,,,225,225,,,,,27.5,19,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",31-05-1985,80,90,14.09,1344,,1327,0,,0,0,,76,54,230,,,,225,225,,,,,27.5,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",01-06-1985,60,60,14.32,1704,,1505,0.59,,0,0,,77,62,473,,,,315,315,,,,,34.4,28,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",02-06-1985,10,0,10.74,2000,,1939,0,,0,0,,82,57,896,,,,225,225,,,,,25.3,19.9,,,,,,,,,,,,,,,,,,,,
